"collection","filename","description","userSet","log2OR_unadj","qValue_unadj","support_unadj","log2OR_adj","qValue_adj","support_adj","cell","comparison","sig_unadj","sig_adj","agreement"
"TF_motif_clusters","regionSet_22.bed","ddit3cebpa","gain",0.736081606797924,0.000150401174940358,102,0.854443454466744,0.00106948496350377,65,"Mono_CD14","C19_sev vs C19_ctrl",TRUE,TRUE,"significant in both"
"TF_motif_clusters","regionSet_85.bed","hd_8","gain",0.655410410919042,0.000163742102357847,132,0.568271259973757,0.0377764433034866,75,"Mono_CD14","C19_sev vs C19_ctrl",TRUE,TRUE,"significant in both"
"TF_motifs","regionSet_433.bed","MA1139.1_FOSL2::JUNB(var.2)","gain",1.42675038204241,0.00016580348060815,28,1.26330029836302,0.0411043284307374,15,"Mono_CD14","C19_sev vs C19_ctrl",TRUE,TRUE,"significant in both"
"TF_motifs_vert","regionSet_559.bed","MA1139.1_FOSL2::JUNB(var.2)","gain",1.42675038204241,0.00016580348060815,28,1.26330029836302,0.0411043284307374,15,"Mono_CD14","C19_sev vs C19_ctrl",TRUE,TRUE,"significant in both"
"TF_motifs","regionSet_254.bed","MA0746.1_SP3","loss",0.719359020117785,0.00024554203940502,131,0.204429706588666,0.74373122145459,70,"Mono_CD14","C19_sev vs C19_ctrl",TRUE,FALSE,"unadjusted only"
"TF_motifs_vert","regionSet_350.bed","MA0746.1_SP3","loss",0.719359020117785,0.00024554203940502,131,0.204429706588666,0.74373122145459,70,"Mono_CD14","C19_sev vs C19_ctrl",TRUE,FALSE,"unadjusted only"
"TF_motifs","regionSet_285.bed","MA0778.1_NFKB2","loss",0.928952870077158,0.00047728047455089,59,0.947056237358277,0.00792133347577259,40,"Mono_CD14","C19_sev vs C19_ctrl",TRUE,TRUE,"significant in both"
"TF_motifs_vert","regionSet_382.bed","MA0778.1_NFKB2","loss",0.928952870077158,0.00047728047455089,59,0.947056237358277,0.00792133347577259,40,"Mono_CD14","C19_sev vs C19_ctrl",TRUE,TRUE,"significant in both"
"TF_motif_clusters","regionSet_14.bed","creb_atf_2","gain",0.528317806824349,0.000516797009995929,200,0.809878649095898,1.61866336055511e-05,135,"Mono_CD14","C19_sev vs C19_ctrl",TRUE,TRUE,"significant in both"
"TF_motifs","regionSet_423.bed","MA1129.1_FOSL1::JUN(var.2)","gain",1.38460930541016,0.000516797009995929,26,1.11799700073997,0.112912936118842,13,"Mono_CD14","C19_sev vs C19_ctrl",TRUE,FALSE,"unadjusted only"
"TF_motifs_vert","regionSet_549.bed","MA1129.1_FOSL1::JUN(var.2)","gain",1.38460930541016,0.000516797009995929,26,1.11799700073997,0.112912936118842,13,"Mono_CD14","C19_sev vs C19_ctrl",TRUE,FALSE,"unadjusted only"
"TF_motif_clusters","regionSet_131.bed","nfkb_2","loss",0.724674433841612,0.00053331499456665,108,0.62001450878021,0.0423995908781795,69,"Mono_CD14","C19_sev vs C19_ctrl",TRUE,TRUE,"significant in both"
"TF_motif_clusters","regionSet_177.bed","rel_halfsite","loss",0.662424161061646,0.000712264182866395,203,0.407999700504463,0.205437262396357,127,"Mono_CD14","C19_sev vs C19_ctrl",TRUE,FALSE,"unadjusted only"
"TF_motif_clusters","regionSet_200.bed","sox_8","gain",0.695166062067206,0.000713143771180495,94,0.535965954931349,0.125114547877777,51,"Mono_CD14","C19_sev vs C19_ctrl",TRUE,FALSE,"unadjusted only"
"TF_motifs_vert","regionSet_444.bed","MA0840.1_Creb5","gain",1.22331752091544,0.000964433075010153,30,1.14554711002219,0.047371176807639,17,"Mono_CD14","C19_sev vs C19_ctrl",TRUE,TRUE,"significant in both"
"TF_motifs","regionSet_339.bed","MA0835.1_BATF3","gain",1.11765105332879,0.00129448588788411,34,1.01832024550203,0.0658469971441283,19,"Mono_CD14","C19_sev vs C19_ctrl",TRUE,FALSE,"unadjusted only"
"TF_motifs_vert","regionSet_439.bed","MA0835.1_BATF3","gain",1.11765105332879,0.00129448588788411,34,1.01832024550203,0.0658469971441283,19,"Mono_CD14","C19_sev vs C19_ctrl",TRUE,FALSE,"unadjusted only"
"TF_motifs","regionSet_338.bed","MA0834.1_ATF7","gain",1.2684939442714,0.00129735382756524,27,1.0567470971221,0.1193436717475,14,"Mono_CD14","C19_sev vs C19_ctrl",TRUE,FALSE,"unadjusted only"
"TF_motifs_vert","regionSet_438.bed","MA0834.1_ATF7","gain",1.2684939442714,0.00129735382756524,27,1.0567470971221,0.1193436717475,14,"Mono_CD14","C19_sev vs C19_ctrl",TRUE,FALSE,"unadjusted only"
"TF_motifs","regionSet_41.bed","MA0081.1_SPIB","loss",0.692631651588573,0.00139396129657514,102,0.948194310249971,0.000198276229510475,77,"Mono_CD14","C19_sev vs C19_ctrl",TRUE,TRUE,"significant in both"
"TF_motifs_vert","regionSet_58.bed","MA0081.1_SPIB","loss",0.692631651588573,0.00139396129657514,102,0.948194310249971,0.000198276229510475,77,"Mono_CD14","C19_sev vs C19_ctrl",TRUE,TRUE,"significant in both"
"TF_motifs","regionSet_56.bed","MA0105.4_NFKB1","loss",0.852415346257436,0.00145527953680197,60,0.704024290889071,0.086085540478104,37,"Mono_CD14","C19_sev vs C19_ctrl",TRUE,FALSE,"unadjusted only"
"TF_motifs_vert","regionSet_76.bed","MA0105.4_NFKB1","loss",0.852415346257436,0.00145527953680197,60,0.704024290889071,0.086085540478104,37,"Mono_CD14","C19_sev vs C19_ctrl",TRUE,FALSE,"unadjusted only"
"TF_motifs","regionSet_437.bed","MA1143.1_FOSL1::JUND(var.2)","gain",1.19770937070184,0.00158538125487939,29,0.766097736230864,0.358128599494202,13,"Mono_CD14","C19_sev vs C19_ctrl",TRUE,FALSE,"unadjusted only"
"TF_motifs_vert","regionSet_563.bed","MA1143.1_FOSL1::JUND(var.2)","gain",1.19770937070184,0.00158538125487939,29,0.766097736230864,0.358128599494202,13,"Mono_CD14","C19_sev vs C19_ctrl",TRUE,FALSE,"unadjusted only"
