"embedding","PC","pc_index","var_explained","covariate","r2","p","n","p_adj"
"Harmony","PC6",6,0.0473244437894799,"QC_meanTSS",0.00064382008123014,0.46429996039315,834,0.663285657704501
"Harmony","PC6",6,0.0473244437894799,"QC_meanLog10Frags",0.000189229136469048,0.691599803188832,834,0.86449975398604
"Harmony","PC6",6,0.0473244437894799,"QC_meanFRIP",0.000107645216692789,0.764798679527782,834,0.955998349409727
"Harmony","PC7",7,0.0426855195937674,"CellType",0.81726218671438,1.88202292071472e-294,834,3.13670486785786e-294
"Harmony","PC7",7,0.0426855195937674,"Cohort",0.00223415497436591,0.602494182293651,834,0.969671639651169
"Harmony","PC7",7,0.0426855195937674,"Control_status",0.000430192280088656,0.549740690377523,834,0.687175862971904
"Harmony","PC7",7,0.0426855195937674,"Exposure_group",0.0053474175629991,0.985757461806079,834,0.999777826659473
"Harmony","PC7",7,0.0426855195937674,"Age",0.00125084504198504,0.407351163469192,551,0.626844181188285
"Harmony","PC7",7,0.0426855195937674,"Sex_observed",6.00747458072711e-05,0.855954050363019,551,0.896640202560319
"Harmony","PC7",7,0.0426855195937674,"Sex_predicted",0.00099791071672542,0.362221282413681,834,0.905553206034202
"Harmony","PC7",7,0.0426855195937674,"Sampling_day",0.000246498936583643,0.75127738273874,410,0.996871945501572
"Harmony","PC7",7,0.0426855195937674,"QC_nCells",7.75515460169946e-05,0.799540239559488,834,0.799540239559488
"Harmony","PC7",7,0.0426855195937674,"QC_meanTSS",6.13648270977494e-05,0.821286740424001,834,0.862301060513718
"Harmony","PC7",7,0.0426855195937674,"QC_meanLog10Frags",0.00461917942272281,0.0497534811061832,834,0.0995069622123665
"Harmony","PC7",7,0.0426855195937674,"QC_meanFRIP",0.00446490244594097,0.0537360185077146,834,0.179120061692382
"Harmony","PC8",8,0.036901683280976,"CellType",0.612179353596135,1.0659344206136e-160,834,1.332418025767e-160
"Harmony","PC8",8,0.036901683280976,"Cohort",0.0100879958756044,0.0380734314857296,834,0.126911438285765
"Harmony","PC8",8,0.036901683280976,"Control_status",0.00640386544173647,0.0208182967911402,834,0.162176745797589
"Harmony","PC8",8,0.036901683280976,"Exposure_group",0.0431042322217931,0.000519547897702795,834,0.00173182632567598
"Harmony","PC8",8,0.036901683280976,"Age",0.00507068027948399,0.0949522013447798,551,0.474761006723899
"Harmony","PC8",8,0.036901683280976,"Sex_observed",0.00409688421332316,0.133462671622305,551,0.438896086849451
"Harmony","PC8",8,0.036901683280976,"Sex_predicted",3.65239927105806e-06,0.956051812504141,834,0.956051812504141
"Harmony","PC8",8,0.036901683280976,"Sampling_day",0.000249811844491998,0.749666946271605,410,0.996871945501572
"Harmony","PC8",8,0.036901683280976,"QC_nCells",0.0238410565729748,7.4893195269185e-06,834,1.87232988172962e-05
